cumulation_rewards_array_p
298.1873552928608
689.9555206818137
299.4836490442897
688.3154442449322
693.1502004435915
298.25860149966474
299.5042542408791
298.2054750966186
689.8198082431986
298.20081555889334
689.8827172481724
298.23056534980515
689.8778654849681
299.5422634486783
298.18744952936163
688.3342021768259
690.0391132420508
298.23106367149416
689.9854762834987
690.0363188703
689.9862348990795
688.4649211990168
689.9995916067955
689.9981886861856
688.3957320514231
688.3327797138998
690.0276019142461
689.966976273254
299.54441431583854
689.955826539128
689.8519361086368
690.034007889592
299.50929108181265
688.3994977862407
690.0361974381714
690.0460211906137
299.50953489414695
688.5090206775203
298.2244219548608
299.5082840252949
690.0295515247768
298.1836537240743
689.9952426917025
690.0533299693958
688.3136830191121
690.0379160496201
299.54319639212747
690.037687716514
688.3989361715134
690.0216067503694
688.3131507204768
690.0458773027016
689.9226353251321
688.3997731482939
688.3886462259369
299.4837552930927
690.0491405317813
689.8806136651513
693.1068405844333
298.18748681211656
690.0337571340831
298.20318697807295
690.0407873792838
689.9950736396222
688.3930487855715
299.504473890962
689.8445184431312
299.5438461058724
688.4618954624523
689.92246174555
299.5427425905404
691.5893763778433
689.9572216123063
688.3936055561293
690.0520914145424
689.9211672528797
691.5971831760236
298.2536562364878
688.479622417435
689.9609455832409
690.0304820857848
299.509124132424
299.5077303352733
690.0263280930271
689.8924741477927
688.471427171488
298.2527116038587
689.9250134189086
689.9190124915608
689.9992231654296
298.1870030061697
688.3093890740057
689.8456021113286
688.3936753648111
690.0026082381702
690.0454185858473
688.4731277963845
689.9441761146588
690.0205987228766
689.998467003471
693.1428624578372
689.9258661224402
689.8668781044851
688.3171761263028
689.8802378576321
689.9356683586507
690.0303184539398
298.22506004026604
299.5015604559154
299.47911484829575
689.9081239923323
688.3951687140983
690.0153925133116
690.0434049708249
298.2558323487389
689.9241116558354
299.5104582244466
690.03552620591
691.3957548430704
690.0370743566215
690.0416497595687
693.1575889585656
689.9381948754834
299.6116661376235
689.9934557406214
690.0214865578008
689.8791547534044
689.8404774409323
689.8730642292763
690.0421461606447
688.495158298685
298.23078464689803
299.5203596741703
689.9186053492697
