cumulation_rewards_array_i_
683.437481663617
683.3345315269272
685.2518582451223
683.3695338180448
684.9613804833076
686.0890086106238
680.973480819284
686.0454947876217
685.420282529814
687.2529846329766
687.017583312552
-8.014381489313477
-8.014653020931599
-7.025861669640641
-7.026278343994241
-7.02648495979454
-7.027332803734554
-6.042690613831052
-6.043584199720122
-6.04488147635084
-6.044571618650233
-6.048771956596465
-5.0667331920808
-5.065749665774703
-5.067477622469598
-5.072817662866062
-5.071347171964691
-5.073780201487338
-5.07613608728808
-5.07804275098853
-4.109830029581279
-4.112386644607387
-4.118245882337835
-4.119438645387814
-4.125157372305532
-4.1237162504883615
-4.129883208668962
-4.12797703486571
-4.137806847027561
-4.13827947246056
-4.143163722173788
-4.147862942021589
-4.152410660012623
-4.154470377356567
-4.158954991882316
-4.162472833780166
-4.167573030835228
-4.17036693239813
-4.175405963086807
-4.174682895148719
-4.177443779579448
-4.17744698163405
-4.1828653427744085
-4.189425670354436
-4.19188017504475
-4.193896058933806
-4.206200622282703
-4.212822345787693
-4.214924731800785
-4.217058801362329
-4.227329915405454
-4.230463000419133
-4.240472377931885
-4.241543094304861
-4.241129452893621
-4.2504855308153555
-4.259687013345121
-4.263470010274798
-4.269256164171246
-4.276288974779285
-4.277723727622431
-4.286458002471606
-4.2900193375315965
-4.291629533252075
-4.3037528137082095
-4.30962470084882
-4.319677005324966
-4.325890477613392
-4.3291829762276866
-4.3327670918428804
-4.34350997808885
-4.346003458939027
-4.3531148767884895
-4.36356459348052
-4.36679549048068
-4.3718694327019145
-4.372955588929029
-5.281892304948333
-5.28395295749819
-5.284287555895324
-5.291231854368224
-5.2982931651120255
-5.301228836911173
-5.303645757837539
-5.315607823961646
-5.313704092230592
-5.323587412775991
-5.322275271802736
-5.326922923073495
-5.334951039967205
-5.338964926411409
-6.236432779183622
-6.24269923619239
-6.238822778336706
-6.2427582012890745
-6.2445636023966
-6.245904513390739
-6.249108596071693
-6.253047239484416
-6.25398895528291
-6.255936677196015
-6.256232279733648
-6.254482546573449
-6.256764372385119
-6.258150716194887
-6.255888464612109
-6.258918609157391
-5.3814226758473565
-5.376561371764365
-5.379031614596423
-5.376519952770294
-5.374316966152894
-5.378015938617759
-5.377061154825879
-5.376817114024497
-5.375770424221231
-5.374789715301537
-5.369648536861411
-5.37261863271306
-5.372396975927146
-5.369709313009894
-5.366251825005743
-5.366551213576989
-5.359935056129866
-5.361186232440598
-4.485356320621861
-4.489571851348672
-4.479708631676745
-4.477217344044314
-4.477060999117141
-4.475103316140338
-4.468574922774284
-4.468110504592685
-4.4603532572526055
-4.4531663159390344
-4.448726374980497
-4.446060982360891
-4.441838836653143
-4.436943631733647
-4.432450272251963
-4.426595771350057
-4.421791558529085
-4.416171140026726
-4.413329665503137
-4.409050268367987
-4.403536310784529
-4.4034659440011
-4.39868527457853
-4.396054765325818
-4.388372405863477
-4.390745746135371
-5.281146325010817
-5.277263078557683
-5.2744765152170325
-5.272334645817696
-5.270940634015392
-5.261707854717091
-5.259551450130909
-5.256366930383316
-5.253114994917505
-5.248388664469271
-5.248341260473066
-5.244087018160086
-5.240162905297739
-5.233374249420603
-5.232726418496192
-5.229145882558456
-5.224269283142504
-5.221778460433332
-5.219760390151791
-5.2187623630975075
-5.211451382531328
-5.207593223366808
-5.207102610890438
-5.20386587336508
-5.199829502540451
-5.1958584876572464
-5.191341740080792
-5.192096769166967
-5.189041086321196
-5.185162719471673
-5.183460353903541
-5.1812802148003145
-5.1810962660680415
-5.176387041381147
-5.175538748685519
-5.170894114684785
-5.168713811893416
-5.166736594664231
-5.164202935123005
-5.161962282887232
-5.160584054666916
-6.107828744530785
-6.105819679959025
-6.105587175442658
-6.103648960842265
-6.102846167706461
-6.101519964122427
-6.099609206081826
-6.099190607155764
-6.097803352508309
-6.095708476633312
-6.094318291341701
-6.093605802372819
-6.091121495443904
-6.091513187803524
-6.088297496996644
-6.087430066123867
-6.086713861739892
-6.08648401181392
-6.084379772662487
-6.08324613845868
-6.081391036867538
-6.080590970771412
-6.07890864565225
-6.079361061261838
-6.077815255129234
-6.075827484248059
-6.075129754337863
-6.073455256011714
-6.07299342585323
-6.071445967954815
-6.070857968898686
-6.070272311683865
-6.069188123037975
-6.068068787400952
-6.065668120098161
-6.0660251371777285
-6.066163126894803
-6.06419118859567
-6.064145146899163
-6.063478578039875
-6.061579266399299
-6.061086576563769
-6.059276200903866
-6.059548218985409
-6.05804622481753
-6.057295195124182
-6.057185463739049
-6.05731620477887
-6.055412976209206
-6.054791879004229
-6.053851292492455
-6.053242112395988
-6.052345438801097
-6.051545726869655
-6.051649831682459
-6.051230854075428
-6.050504155219903
-6.050325758144743
-6.049683572230499
-6.048404361986103
-6.048075959245124
-6.047179877274664
-6.046691597511705
-6.0470391490356095
-6.045742187551724
-6.044375268564732
-6.044338408395729
-6.043967013959576
-6.043498912898135
-6.042993695550939
-6.0416587477085155
-6.041403113967813
-6.040558398364103
-6.0398630416043595
-6.0389814408255695
-6.03868576500466
-6.037647872861709
-6.037021970828195
-6.036669729448558
-6.035858571879533
-6.035594865981022
-6.035490766229773
-6.0349019110150905
-6.033507749630958
-6.033693843083082
-6.033622140343144
-6.033262903526543
-6.033094268062396
-6.032601238468141
-6.032624588923817
-6.0321309038680315
-6.031771856288222
-6.032138660651309
-6.031208116977918
-6.030781583160328
-6.030765989054508
-6.029952147862927
-6.0296222763036305
-6.029249660370072
-6.028787094440738
-6.028312220920153
-6.02777949027453
-6.027582199067618
-6.027554298220764
-6.027354103637801
-6.027160692866132
-6.02690739985414
-6.027546967862779
-6.026296072978445
-6.0257512555795625
-6.025747066293672
-6.025500614988061
-6.025074782301063
-6.02486543098571
-6.02477339217617
-6.024409902206798
-6.024261286244659
-6.024173342666813
-6.023991231647384
-6.023692082588276
-6.023375902031226
-6.023302467742032
-6.023005201800038
-6.023123559896524
-6.022783401976526
-6.02280851726434
-6.0225581275507665
-6.022477288208015
-6.022188115296034
-6.022231264482809
-6.022096021888917
-6.021979170632569
-6.021875724664511
-6.021717785462322
-6.021617996174116
-6.021554062504635
-6.021477861467352
-6.021430556771757
-6.021277036712455
-6.020911397796665
-6.021085619729586
-6.020911460147527
-6.02090634602929
-6.020837213000101
-6.020787457460409
-6.020684362713885
-6.020653478319474
-6.020594125604081
-6.0213313704918985
-6.020600449526524
-6.020238868731397
-6.020284697943658
-6.020220457488682
-6.020492528714231
-6.020206081219894
-7.0126601177384655
-7.012641020823832
-7.012620887301645
-7.012583881414623
-7.012574849837938
-7.012577636881867
-7.012524949652354
-7.012546358785172
-7.012507631161766
-7.0124741334399125
-7.012438634365185
-7.013126815742765
-7.012423790966403
-7.012428856804881
-7.0124175698456135
-7.012394598198394
-7.012403564047075
-7.0124097458329775
-7.0123413970416735
-7.012390691020589
-7.012401833443491
-7.012394348075798
-7.012378599550567
-7.012379294642721
-7.012959685100798
-7.012360861524129
-7.012361853613286
-7.012371617271827
-7.01239341640031
-7.012404412930432
-7.012420971037017
-7.012434491794371
-7.012450047394427
-7.012477879569765
-7.012507170945147
-7.012541130693738
-7.012559885485659
-7.0125852578981585
-7.012634804045965
-7.01265290363926
-7.012677882838542
-7.01272157103384
-7.013306377816841
-7.013041323456804
-7.012782522658705
-7.012813810118063
-7.012843252356147
-7.012908567923478
