cumulation_rewards_array_p_
683.2777583093069
684.823361383854
683.3194101373305
684.8500818312289
684.939368774289
686.5269522549856
683.1463237292793
685.0769945885354
688.4576728139268
686.9075837525727
686.651974547437
686.5005470924821
686.627479845095
683.2918085234296
686.5997630800831
686.4890696311809
684.9057764692272
683.3659448106478
685.058337322391
681.7419764345278
684.9232874868806
684.8388783855255
686.8961631358029
681.60064543012
688.4940189510284
684.9219194268405
684.826886196454
688.5318458988344
685.3373147317674
685.2487541397795
688.5146916002197
683.3800153274714
685.1899337723416
684.7746066961685
684.7737268774321
684.8755979570886
683.2649257038256
684.9444361447
683.3589086692068
688.4316482324673
684.9538351056574
686.9659582365578
681.565818195143
684.9326808111707
686.9383642794546
686.4322495753552
686.9939915182749
688.4345729706694
684.8803740679226
686.936214779726
683.2194339406542
686.6284644258537
688.4917609767633
686.6471042911448
688.4300917994701
688.4518584898537
683.3811607851324
683.2782552255236
688.5654071047306
684.8214498199588
688.503038994985
684.8198896948693
686.8430900112502
686.4834286125591
685.1389536810262
686.4704728188055
686.9406693022379
684.8186876997306
684.8994484080664
686.5988157235315
688.493670192425
684.9311779411647
688.3234063979548
688.4896679340486
688.5107863953679
684.7119611771634
686.6219544484908
683.2719222026875
684.8430588318209
684.888612958127
688.3494327350827
686.6253331758895
684.9873333848203
688.4786467879976
686.7268698623154
683.13051304588
685.1588432508186
688.4307913891809
683.2497174549064
686.9496223942804
686.9673582866293
686.8434262641024
687.0077867333522
688.4989894562347
686.9130795003836
684.9420801382795
686.669249546406
685.0750711366433
681.7144784416877
686.9487158354881
685.0336197962524
683.2705477473587
686.6970737677966
684.8736507736518
688.4413090574734
686.973109847158
684.677676341358
683.2664394939696
683.285813439871
686.8497612972943
684.938233436457
684.7921800522392
686.9739031357344
685.0750542896087
686.9939810083754
688.3198992692065
688.5019258475286
681.6029040555958
686.5438219902483
683.3535829181939
686.9627338557717
688.5047622232063
684.9814428768726
686.5787445148496
681.7895026298638
686.9369168349883
683.5959928445346
686.9694052954558
686.7597290635536
684.8727590353228
688.5325819972853
683.3453346298487
683.3677658870129
686.468042418388
686.9653373858655
686.4889769797927
688.5285840055534
681.716545614395
684.7985681184953
688.3113799172085
686.7997529149807
685.0824152321383
683.1543031649974
688.5049710568151
684.9654401129022
688.4399579089162
684.9121399607391
683.242325314259
683.2991588396411
686.5205215452442
686.5926608251086
683.2068544454114
683.2173533686753
681.722303680184
688.4692607207462
686.9593184150085
688.3170674707083
683.2765222276847
686.747808067796
688.4775774808911
686.8392086236848
686.967360115985
684.8125482301574
684.9199743048425
686.6869566948698
683.2791631617563
683.2613030347845
684.9461082651708
686.6158883217448
686.9604649221606
688.5071958431612
686.9657801171215
683.132485477599
686.9420439270481
683.1158892989504
685.2426831773195
686.9532605323492
680.0524803844168
684.848464504747
688.2296740589311
686.7153285896178
684.9462582429484
686.7510537290505
684.9241504029034
683.2509625202878
686.9462325513326
684.8543912185503
686.7066956743747
686.6898866991613
688.5212350841394
684.8638304356632
684.814880541107
686.9475271534648
686.4782692705332
684.8516493384238
681.6170009850987
683.2971755089188
684.8742840229893
688.2475107639144
686.4931145753959
683.368020568449
684.8339411119762
686.6910498891577
681.6589261430054
685.2845749577839
684.863400231542
686.9740051019653
688.425052107246
683.2584124930826
683.3189386952752
686.7028618929718
686.7156960871042
683.4090561156042
688.5210197556677
686.5792558909187
686.8052896469246
686.4601256355023
686.9740064256462
686.62841388995
688.5286020809193
683.255411346503
688.4793338345709
681.5790193340513
684.9417039953414
688.495054048801
684.9400343862487
686.9559125661992
686.9666545398898
683.3858551265871
686.7997556687412
684.9489885305978
684.9287389030083
683.4107790177677
688.3112570699584
688.3140999009353
686.641622441525
683.3270141524255
685.137255942603
686.4889211647204
683.2435170506743
688.3064403000773
688.4893405210732
685.3178692560833
684.9229011543553
686.4836396612936
683.5768081989982
684.7745297065132
684.8399054090831
686.4898221662445
684.8985390133846
688.4724546830623
688.4902704919991
683.3204553425212
683.266147371389
684.8840035027232
684.8918593041294
686.472477928747
684.8573997101944
688.4879769285992
683.3836101234781
686.475834855887
686.4793862950945
688.5318484400293
683.2727118818292
684.9017332452992
685.1264317625144
683.3801426441098
683.114519560069
686.7471289250614
686.8957605550304
688.3180111690241
685.1256310946791
688.4329137070074
688.495664014808
686.5207218747299
684.9405505375423
684.9081421753464
686.5247913735657
686.6906925364144
683.2761450739151
688.5007436402709
684.9240492316296
686.9352143484547
686.6049797267516
688.5660973635225
688.4979417446676
688.5661036071593
688.5071960797083
686.4860190798166
688.4670170488204
686.9759311539076
683.321360759552
686.9526188547593
681.9446347274809
686.4837112956864
683.3640982339583
683.2890792058905
683.1137785816637
686.9146195310077
686.9456657308182
687.0077849865706
685.076172587631
686.9009351013414
686.3991450095724
684.9283325606841
683.0682343341646
686.9386749154955
681.7225396136602
688.4307375144783
686.8404376393722
686.7064417689071
683.3775852362422
686.7950832830749
686.7920946426563
683.4202843090784
688.4926733052203
688.3130403800155
683.1549724496829
683.2323852407194
683.2383711398372
681.575504775523
683.1603473603536
686.6951484562874
688.4898590709743
683.364718938808
681.7774216243074
683.2322091177642
686.6323686181767
688.3407611443878
684.7892479057931
688.5222046998415
685.3344581901007
686.7789643766114
686.892433599522
684.925226505614
683.3770975070918
686.9558096656195
684.8836556781037
683.2360301235353
688.5043041026179
688.2644833486213
681.6997145068178
681.6730296494068
688.4949724204059
688.5602884280471
686.492004531092
684.831297321027
