cumulation_rewards_array_d_
684.989174892462
683.216670897549
683.2239009073633
688.5003182980141
688.5137333228007
684.887538348345
686.601855817395
686.66343651631
681.60507775124
683.1954297373077
685.0427196012337
683.1321864985342
686.9626447481371
683.1496760597033
686.5851660237312
686.6896595094508
683.2757975115906
686.7405093436353
688.4411044870335
686.8426776925021
683.2726179910121
686.9079904702434
683.4546467895233
688.435568698714
686.9697213125205
688.4918621914962
684.8611061498606
683.1943094286293
688.4850097510556
684.7698443601703
686.75680253937
683.0828648235881
683.605479566523
688.2481708520354
684.9296303703799
683.4510803214702
681.6539322098843
683.2425744636851
686.9213434793074
681.6623769646424
681.5565339617854
684.8505669753191
686.8455566097159
686.6293471313853
686.9166561840367
683.2552146331248
683.2227889233172
686.9028176052444
686.5335808978863
685.002897199479
684.8991085535824
681.570826402784
688.4717234842603
684.9177341182275
686.3691224684178
684.9170664640743
683.4167007485893
684.9710827215313
679.9482537940113
685.082144100058
686.8623624446518
683.3052434639702
301.80342993783205
684.9813963493962
681.5201711255677
686.6092204975222
684.9607851828874
686.925974365041
683.1132088394305
681.6101867940952
686.8672699775213
686.9313158763725
684.7882529843026
686.8081475525823
683.1890704065837
685.3004985584765
685.2006629087176
683.2013888209689
684.9656831018607
685.0199600158879
684.7139266679912
301.809587417315
684.9562638627659
688.4448045426476
684.891734695778
684.6860044824916
686.8907933804004
297.9831256822973
683.158470218281
686.2873182451423
297.94603550518747
301.78473645128474
688.5151382634988
684.8167279804624
686.8582855010009
688.5138826617388
686.5807155004157
681.5946164555971
685.38301361122
690.0302274894464
681.5950321968448
684.651845211409
683.2457306322763
685.0296858614907
684.7728256560404
688.3929516146529
684.9305276719505
686.9029289218289
684.9133088740205
683.0779991672684
684.9835032979671
688.3052269374906
684.8748397180929
685.3128008080168
683.118695976822
683.300026423432
686.4087570771632
683.3277734398959
684.9035168146086
688.2254508963338
688.4599497151409
688.4355762791786
684.9313952946483
683.5206034752454
686.9746396972224
685.4343438237031
686.9312466908167
681.6892824074839
686.9270781097625
685.0452546403069
683.1496305394635
684.7393704997457
686.9342403745893
684.8052475549739
684.8715975114616
684.804225651629
686.614486002818
684.9796998133693
688.192467782343
684.7885679091194
685.0693229120694
684.9404889626542
688.424255370651
683.107654256393
680.0220841223935
681.5314794083465
683.3740757777399
686.7476639292505
681.5418690896894
688.4576560058063
685.025311233627
300.55107666362846
684.8344395786669
683.2891934546374
