x,y,xdot,ydot,ax,ay
0.8700746399999999,-0.0612894,-0.012746806083062005,-0.1691822445027942,-1.1247723,2.0969129
0.8699471719391693,-0.06298122244502795,-0.013990119519576578,-0.16465711683123369,-0.15247539,0.78473455
0.8698072707439735,-0.06462779361334028,-0.01481135965471182,-0.16031873172411354,0.29692307,0.54358447
0.8696591571474264,-0.06623098093058143,-0.015538917477215222,-0.15664821824476383,0.41905376,-0.16573049
0.8695037679726542,-0.06779746311302906,-0.016660021925462194,-0.15343092663291164,0.06426581,-0.654634
0.8693371677533995,-0.06933177237935818,-0.01808961029737064,-0.14986916199605813,-0.19919764,-0.35030517
0.8691562716504259,-0.07083046399931876,-0.019537475540537586,-0.14603702291996984,-0.1815409,-0.12293927
0.8689608968950204,-0.07229083422851847,-0.02101663034105341,-0.14207317471795658,-0.18447028,-0.031313986
0.8687507305916099,-0.07371156597569803,-0.022481979628339286,-0.13806389682813094,-0.1472973,-0.02350895
0.8685259107953265,-0.07509220494397933,-0.02396608069548582,-0.1340009498513477,-0.14602546,-0.004317004
0.8682862499883717,-0.07643221444249282,-0.025461520980152284,-0.12991355811115018,-0.14089951,-0.012092864
0.8680316347785701,-0.07773135002360432,-0.027011781908842444,-0.1257936611508901,-0.18223728,-0.009611072
0.8677615169594817,-0.07898928663511322,-0.028523406036615653,-0.12165334483299328,-0.13324633,-0.01808938
0.8674762828991155,-0.08020582008344315,-0.03004248315287406,-0.1174859141033877,-0.13317384,-0.017042264
0.8671758580675868,-0.08138067922447703,-0.031616611835166925,-0.11326245994120805,-0.18366693,0.014619483
0.8668596919492351,-0.0825133038238891,-0.03312823111021063,-0.10904607632355216,-0.12010352,-0.016223295
0.8665284096381329,-0.08360376458712462,-0.03464598931029324,-0.10481191226920232,-0.12735978,-0.019400416
0.86618194974503,-0.08465188370981665,-0.03619975130091049,-0.10052917676680431,-0.16713339,0.0094769
0.8658199522320209,-0.08565717547748469,-0.03770448171930248,-0.09623583954901725,-0.12507594,0.0009217015
0.8654429074148279,-0.08661953387297487,-0.039250530026424396,-0.09188136571767619,-0.17573711,0.045037188
0.8650504021145636,-0.08753834753015163,-0.040718084205104185,-0.08757862188963689,-0.10993311,-0.02352006
0.8646432212725126,-0.088414133749048,-0.04218392735854703,-0.0832607868301583,-0.12192118,-0.022745084
0.8642213819989271,-0.08924674161734958,-0.04366563229983942,-0.07886863107448595,-0.15378086,0.038104735
0.8637847256759287,-0.09003542792809444,-0.04509800923191039,-0.07451731069120433,-0.123860426,-0.015788652
0.8633337455836095,-0.09078060103500647,-0.04654669019935478,-0.07006435901417732,-0.16061795,0.074438095
0.862868278681616,-0.09148124462514824,-0.047935726907347306,-0.06568946906214357,-0.1252562,-0.014774948
0.8623889214125425,-0.09213813931576968,-0.04932554776264958,-0.06122627594513685,-0.15050738,0.06410235
0.8618956659349161,-0.09275040207522105,-0.050716895370845255,-0.0567119009985115,-0.17993785,0.10629828
0.8613884969812076,-0.09331752108520616,-0.05202841826023077,-0.05230610732946687,-0.13066542,-0.010883366
0.8608682127986053,-0.09384058215850083,-0.053336295604243855,-0.0478011356369772,-0.15696323,0.08167252
0.8603348498425628,-0.0943185935148706,-0.0546386996328368,-0.043252069205928584,-0.18490879,0.119534895
0.8597884628462344,-0.09475111420692989,-0.05592116995166817,-0.038689595809541524,-0.20073098,0.12711295
0.8592292511467178,-0.09513801016502531,-0.05719016530067919,-0.034107070765666686,-0.22467753,0.1420085
0.858657349493711,-0.09547908087268198,-0.058461810937788385,-0.029501271685749335,-0.26648903,0.1606487
0.858072731384333,-0.09577409358953946,-0.059791962240576826,-0.024874126073428197,-0.3659009,0.17754717
0.8574748117619273,-0.09602283485027374,-0.06136738629748812,-0.0202653162874032,-0.6537191,0.15382835
0.8568611378989525,-0.09622548801314777,-0.06310146303517455,-0.015033286020394335,-0.8556595,0.7670162
0.8562301232686007,-0.09637582087335171,-0.06415629843348697,-0.009226233223079697,-0.2330397,1.3291782
0.8555885602842659,-0.0964680832055825,-0.0653956367798118,-0.0037546181409354677,-0.48658392,0.9948853
0.8549346039164678,-0.09650562938699186,-0.06641809819099327,0.0017360434848417237,-0.33353344,1.0115911
0.8542704229345579,-0.09648826895214345,-0.06743578017752326,0.0070676740300535815,-0.39413399,0.8548366
0.8535960651327826,-0.09641759221184291,-0.06833475922108045,0.012372566725411885,-0.33887675,0.8306985
0.8529127175405719,-0.0962938665445888,-0.06917580559401279,0.017591679215932306,-0.3449771,0.7501397
0.8522209594846317,-0.09611794975242947,-0.0699540700803154,0.022735721185101924,-0.34563482,0.68168557
0.8515214187838286,-0.09589059254057845,-0.07066905901441128,0.02782024485096759,-0.3453629,0.630286
0.8508147281936844,-0.09561239009206877,-0.07128968406727088,0.03291398124631351,-0.31383127,0.6491412
0.8501018313530118,-0.09528325027960564,-0.07183918044808768,0.037970980326877346,-0.30670017,0.6242062
0.8493834395485309,-0.09490354047633687,-0.07237119716609386,0.04293834173842262,-0.3534719,0.54807603
0.8486597275768699,-0.09447415705895264,-0.07279309275612425,0.047931700381598365,-0.3067775,0.588231
0.8479317966493086,-0.09399484005513666,-0.0731318098829712,0.052890157840137716,-0.28844333,0.57002425
0.8472004785504789,-0.09346593847673527,-0.07340126350300864,0.0577793190832621,-0.28425363,0.5194331
0.8464664659154488,-0.09288814528590265,-0.07360647098885843,0.06260076925375732,-0.28461787,0.4721795
0.8457304012055602,-0.09226213759336509,-0.07368353772340265,0.0673637424153904,-0.22063318,0.4358357
0.8449935658283262,-0.09158850016921119,-0.07376052109134555,0.07200383402743774,-0.28441313,0.33806702
0.8442559606174127,-0.09086846182893682,-0.07372232130715038,0.07660388104345418,-0.23153815,0.32356256
0.8435187374043412,-0.09010242301850228,-0.0736299705956143,0.08109076183129456,-0.2397185,0.23870775
0.8427824376983851,-0.08929151540018934,-0.07347872049030081,0.08551390226002963,-0.24173804,0.20484431
0.8420476504934821,-0.08843637637758904,-0.07326681218076646,0.0898872796632252,-0.24154082,0.18664545
0.8413149823716745,-0.08753750358095679,-0.07298901817358869,0.09422335824442135,-0.23592305,0.18266267
0.8405850921899386,-0.08659526999851257,-0.0726145686208936,0.09844016668738677,-0.1995837,0.09859541
0.8398589465037296,-0.0856108683316387,-0.07219895875195885,0.10253481903200909,-0.2171489,0.01417496
0.83913695691621,-0.08458552014131861,-0.07172862092146198,0.10656437182668058,-0.2194994,-0.011752823
0.8384196707069954,-0.0835198764230518,-0.07119520775778239,0.1104474656737835,-0.21295975,-0.11730555
0.8377077186294176,-0.08241540176631396,-0.07060994445200452,0.11433122823596888,-0.21546517,-0.073800586
0.8370016191848976,-0.08127208948395427,-0.06997437435262853,0.11809708418648762,-0.22025186,-0.14715005
0.8363018754413712,-0.0800911186420894,-0.0692870232493048,0.12178902406393385,-0.22193854,-0.17478319
0.8356090052088782,-0.07887322840145006,-0.06854337064269399,0.12542817246576804,-0.21833482,-0.17951617
0.8349235715024512,-0.07761894667679238,-0.06772957271868689,0.12909074970282866,-0.20052974,-0.10613861
0.8342462757752643,-0.07632803917976409,-0.06690351972136874,0.1325832748535595,-0.24178118,-0.22404969
0.8335772405780506,-0.0750022064312285,-0.06600248422826421,0.13605066529868118,-0.21763138,-0.19597596
0.8329172157357679,-0.07364169977824168,-0.0650509725190432,0.1394702570723708,-0.21815008,-0.18822715
0.8322667060105775,-0.07224699720751798,-0.06405107043877392,0.14283537189246964,-0.22048575,-0.18528558
0.8316261953061898,-0.07081864348859329,-0.06299389602228977,0.14615174933995148,-0.21353532,-0.17475107
0.8309962563459669,-0.06935712599519378,-0.061881215945937165,0.14941325706676883,-0.20805761,-0.16829544
0.8303774441865075,-0.06786299342452609,-0.06071155477335088,0.15261680107349415,-0.20069183,-0.16289534
0.829770328638774,-0.06633682541379116,-0.05948849699498984,0.15576024711120792,-0.19643758,-0.15754284
0.8291754436688241,-0.06477922294267907,-0.05820573527588205,0.1588409620921928,-0.18536277,-0.1527919
