cumulation_rewards_array_n_
-8.034457337602905
-8.033762745286605
-8.033816024763158
-8.03388093708097
-8.034737523978537
-8.034025458150047
-8.03411688284679
-8.034192359136537
-8.034277409741458
-8.034351482304398
-8.035106306166748
-8.034393369371609
-8.034436951877552
-8.034442060031532
-8.034514464611046
-8.036006370185735
-8.03464517148887
-8.034672595367358
-8.034702084890519
-8.035151788453504
-8.034773538769361
-8.034784350068014
-8.034938392147637
-8.034877860570013
-8.034919542378193
-8.034983502672295
-8.035038165567164
-8.035067464838054
-8.035117977745989
-8.035177909316454
-8.035184747238413
-8.035214452273765
-8.035259680230675
-8.035319240828759
-8.036668517988398
-8.035467512452875
-8.035564539711835
-8.035651757262439
-8.035726096372812
-8.036976921716708
-8.035876286515498
-8.035916581379787
-8.03600798144146
-8.036301588921662
-8.036582644314134
-8.036159590664827
-8.03625097673574
-8.03633101560651
-8.036365454173712
-8.037092604696936
-8.036495551179119
-8.036537221277133
-8.036643008311673
-8.036687324459697
-8.036695818195863
-8.036739491112789
-8.036755073924436
-8.03685208597266
-8.036895568445669
-8.037191645751925
-8.036975759787511
-8.036987431995339
-8.037861170477374
-8.03718138569245
-9.012807860907541
-9.012830389655688
-9.012846847953538
-9.012871910985565
-9.012887781398053
-9.012885621719551
-9.012924505532563
-9.012941810670604
-9.012964794782187
-9.012993948427061
-9.013017605889855
-9.013020653052308
-9.013026619196397
-9.013044071726553
-9.013058466552243
-9.013101823539154
-9.013103373674896
-9.013106984240766
-9.013129915402711
-9.013156575850061
-9.013172178239673
-9.013183778399185
-9.013200387896013
-9.013206254426487
-9.013202891652124
-9.013221048453662
-9.013244787861414
-9.014122743933196
-9.013263110527227
-9.01421911123507
-9.013297710048354
-9.013300929843911
-9.01332039509678
-9.013350932232584
-9.013347336601266
-9.013378553253196
-9.013397742485777
-9.013439225216771
-9.013452104973892
-9.01344890960111
-9.013461453114399
-9.013485356434348
-9.01351711182914
-9.013553471866839
-9.013547763694802
-9.01355268559744
-9.013583655527425
-9.013613919044898
-9.013623768765978
-9.013621249204284
-9.013621602869529
-9.013637770380997
-9.013665731872385
-9.013672915084326
-9.013667817099202
-9.01367713473491
-9.013710855269217
-9.013722853771757
-9.01373725079371
-9.013748640110176
-9.013775054971473
-9.013793842725734
-9.013828830017262
-9.013844616854529
-9.013867169756082
-9.01389281562284
-9.013914771202812
-9.01395518771937
-9.013964166291203
-9.013996816378372
-9.01400715019866
-9.014015549681803
-9.01404450662728
-9.014062571044368
-9.014058024140368
-9.014082658620577
-9.014098746811978
-9.014114767744866
-9.014122451918272
-9.014162220973333
-9.014179692386206
-9.014213061674432
-9.014242497716777
-9.01426149314067
-9.014262666438158
-9.014278929481852
-9.014287715450372
-9.014311381430272
-9.014351813984318
-9.014363751313134
-9.014393371555517
-9.014434082825733
-9.014442211919189
-9.014469387897133
-9.01450488703988
-9.014509438496727
-9.014509235181585
-9.014534668593393
-9.014543269673242
-9.014563970230748
-9.01459715820419
-9.014612078805875
-9.014619279518179
-9.015128090579564
-9.014650232363639
-9.01468375526711
-9.01470452455146
-9.014738914974275
-9.014756979165888
-9.01476827187943
-9.01478773282584
-9.014816919727465
-9.01482233054375
-9.014835501700913
-9.015483918150574
-9.01488422670116
-9.014920764745524
-9.014941842746042
-9.014949555487183
-9.014969837627161
-9.01499583174681
-9.015032608689124
-9.015050787519602
-9.015041203934231
-9.015046117315219
-9.015068953507015
-9.015073636909674
-9.015102556874256
-9.015115159008353
-9.0151276139508
-9.015158631344086
-9.015195049160301
-9.015204579999947
-9.015224648462322
-9.015235667293615
-9.015250995866877
-9.015262463094546
-9.015293138583665
-9.015304751768253
-9.01532674148139
-9.015330017291
-9.016162359062426
-9.015331843458846
-9.01536867091878
-9.015353150060562
-9.015378328157638
-9.015389078269168
-9.015413658207464
-9.015438666024114
-9.015482670016098
-9.015482593384741
-9.015482604924356
-9.015497271849929
-9.015550239736573
-9.015581386410862
-9.015595474838477
-9.01560626691912
-9.015637501955277
-9.015647815844776
-9.015669185501668
-9.015696612187993
-9.015710568259445
-9.0157265489645
-9.01574034942566
-9.015758482297526
-9.015769283484667
-9.015782359015933
-9.015795944493782
-9.015837302622113
-9.01585039576494
-9.015866244428175
-9.015875039689988
-9.01588444407465
-9.015915329960276
-9.015944077546319
-9.017201516564587
-9.015987275373504
-9.016015699864528
-9.016035089572608
-9.016035719870956
-9.016047487747734
-9.016079426587355
-9.01609892247123
-9.01611486174526
-9.01613451646894
-9.016161345246871
-9.016184333094333
-9.016223580621075
-9.016254016638747
-9.01729843447113
-9.016306180394844
-9.01634932816734
-9.016367327743481
-9.01638862095882
-9.016401157779047
-9.01664614409758
-9.016411045011091
-9.01644949161626
-9.016481429326085
-9.016484048138334
-9.016532238634387
-9.016560979631953
-9.016573746891929
-9.016600124453856
-9.016651659553492
-9.01665052980025
-9.016692990466613
-9.016714189333703
-9.016738355679594
-9.016741653026164
-9.016752675360324
-9.016797845498374
-9.016811868770732
-9.016850334489344
-9.016865220670399
-9.016884916630255
-9.016898507644774
-9.01693305038196
-9.016927083535927
-9.016945016972887
-9.016982165359567
-9.017012130608089
-9.017025899789287
-9.017044744783938
-9.017078643655733
-9.017110999823194
-9.017120117862921
-9.017130700122577
-9.01714245521819
-9.017151845136517
-9.017179383366773
-9.017177932895194
-9.017173535223934
-9.01718784662285
-9.017201517345582
-9.017226472634889
-9.01723832055792
-9.017263969611452
-9.017308633552853
-9.017312991747216
-9.017331543583612
-9.017358555660211
-9.017405223158871
-9.017397165719993
-9.0173982851866
-9.017397128101159
-9.01743178076469
-9.01746869175616
-9.01751565458127
-9.01753103435634
-9.017557236033307
-9.017589429774542
-9.017636876044895
-9.01764898190047
-9.017671295505572
-9.017679369859692
-9.017726515383739
-9.017736751802316
-9.017776225366207
-9.01777686247451
-9.017786983212913
-9.017812062392194
-9.017847158399244
-9.017852849269353
-9.017876841239344
-9.017892257619248
-9.017914387418221
-9.017901516624248
-9.018570473611673
-9.017942878685055
-9.017980232812105
-9.017991310933601
-9.018008767806851
-9.018027461028472
-9.018053827640106
-9.01807733672886
-9.01809752340846
-9.018106207195133
-9.018126326448304
-9.01816271089676
-9.018205215816323
-9.018232473726709
-9.018258348309924
-9.018293091458357
-9.019123682505544
-9.019258557466474
-9.01834006147147
-9.018355361179173
-9.018404817695076
-9.018675237867171
-9.018443558210363
-9.018470756733327
-9.018510012408615
-9.01852555668736
-9.018560212559422
-9.019362478298776
-9.018641112903545
-9.018648468444312
-9.018676904694878
-9.0187133578426
-9.018744503936487
-9.018758229974228
-9.018773834079274
-9.01877839640307
-9.018795237432526
-9.018833539685534
-9.01885279438204
-9.018883084782122
-9.018898941637437
-9.01893813002046
-9.018938983801222
-9.018942432166511
-9.018937273145351
-9.01894101229242
-9.018966210345155
-9.018997957454976
-9.01900923129936
-9.019044739304817
-9.019069835712902
-9.019109218650403
-9.019131658889243
-9.019129876651048
-9.019161662479426
-9.019187821678226
-9.019191403781134
-9.019221839287923
-9.019244708848358
-9.01926532531821
-9.019317111719076
-9.01935185862245
-9.019383976545372
-9.01939969681276
-9.01942345374219
-9.019443579809803
-9.019486292905738
-9.01948564371902
-9.02052051880683
-9.019527897334102
-9.01956578234242
-9.0196029655662
-9.020416352685643
-9.019619644199732
-9.019612763868215
-9.019634448396236
-9.019665875126334
-9.019692493960068
-9.019704618622141
-9.019744426560075
-9.019752837568817
-9.019782636858968
-9.019813757424439
-9.019823140647176
-9.0198475196564
-9.019887942812082
-9.020863683385544
-9.019955728192015
-9.019981978469147
-9.019984907677134
-9.020015536155732
-9.020639413789048
-9.02008324225018
-9.021482846483563
-9.020160031949436
-9.02019721688949
-9.020230039262096
-9.020240073682231
-9.020278547434536
-9.020802229159898
-9.020346660455596
-9.020384406024089
-9.020409480634894
-9.0204397438572
-9.02046375879226
-9.021238986890388
-9.021675459283525
-9.020534557179182
-9.020994328894329
-9.020586818944524
-9.020618483934635
-9.020641544043183
-9.020668134511904
-9.020677489353643
-9.020690303545956
-9.020708048822339
-9.020745909604148
-9.020750162567964
-9.020765784738114
-9.02079158418814
-9.020793821440444
-9.020814030748141
-9.020827070144774
-9.020860218267678
-9.020886221243847
-9.020926837310395
-9.020954002101691
-9.021004354649415
-9.021042443381754
-9.021037682241625
-9.021048896322045
-9.02108555521772
-9.021095982747692
-9.021117275670306
-9.021129889115906
-9.021160622234008
-9.021191713491673
-9.021186506326433
-9.021229176947989
-9.021268301614851
-9.02131989428324
-9.021330229914161
-9.021367282199808
-9.021421709721148
-9.021453667018507
-9.021477023564422
-9.021839505168249
-9.021523073771952
-9.02152640948297
-9.021587713894707
-9.021612260496237
-9.021597795509171
-9.021608854616275
-9.021657277727966
-9.021647900170175
-9.021671626971811
-9.021704066672212
-9.021727354410325
-9.02173801646373
-9.02175406132957
-9.021789814274834
-9.021804647331589
-9.021817098964009
-9.021838823145846
-9.022067101097521
-9.02290879158359
-9.02191512321753
-9.021933635866253
-9.02195583596811
-9.021981792108146
-9.022009053779602
-9.022728142942643
-9.02208841688732
-9.02296452037495
-9.022136824336393
-9.02217764510501
-9.02221860070923
-9.022245986379547
-9.022290874842554
-9.022302258690768
-9.022302021603826
-9.022321358453917
-9.023315529190173
-9.022364815257992
-9.022395476407974
-9.022410612439462
-9.022452457775987
-9.022472806471788
-9.022519009077016
-9.022569551295417
-9.022623175078934
-9.022680188640399
-9.022697937585011
-9.022715264027953
-9.022728993481307
-9.022761386131712
-9.022779025686454
-9.02283870494419
-9.022847816647534
-9.022852462116404
-9.02287285954093
-9.02288516969645
-9.022869934991038
-9.022895396919731
-9.022895689761528
-9.023265544709306
-9.022917036844943
-9.022944117649335
-9.022966489250699
-9.023006521140164
-9.0230296278629
-9.023048576751348
-9.023089798152721
-9.023130525111988
-9.02314673528506
-9.023170951500898
-9.023174986798939
-9.023194348350989
-9.023242471560344
-9.023274496115992
-9.023311360387705
-9.02337031109243
-9.023906936313436
-9.023424522789151
-9.023447274557704
-9.023472257860037
-9.023949636330206
-9.023538053697163
-9.023581539605898
-9.023600882759641
-9.023627458263475
-9.023684891283237
-9.023709420464897
-9.023749970829591
-9.02377657121087
-9.023828148964446
-9.023849884028222
-9.023880021093627
-9.023926697282336
-9.023963392092002
-9.02400495150329
-9.02404391697265
-9.024061872089524
-9.024083438867429
-9.024090289233039
-9.024150902414906
-9.024154108751704
-9.024219639047384
-9.024260672699093
-9.024321825160225
-9.02436632588897
-9.024423375694816
-9.024439503749905
-9.02443443462085
-9.02447521767573
-9.024497722794873
-9.024554090626632
-9.024587125727365
-9.024606948509517
-9.024628253847645
-9.02465420770133
-9.02469489882147
-9.02471475450877
-9.024755957895398
-9.02476970164844
-9.02481244036489
-9.024828502917526
-9.024872355239946
-9.02493130281107
-9.024938330426984
-9.02495891689427
-9.025011000238319
-9.025022749443592
-9.025078202719612
-9.02510892291628
-9.025118566647478
-9.025151001960582
-9.025186028050248
-9.02523436558451
-9.02522514987364
-9.025277275244022
-9.025258068245227
-9.025308764774397
-9.025358697228855
-9.025369164398576
-9.025414727278811
-9.026310816219073
-9.02619296932689
-9.025530717221374
-9.025544980096946
-9.025582778281933
-9.025596391342418
-9.02560388858014
-9.025627732668076
-9.025638310026116
-9.025667475771593
-9.025698651314467
-9.025729802799486
-9.025741927907768
-9.025743730667251
-9.025801015787819
-9.025833814895032
-9.025888666355698
-9.025906586902929
-9.025934659689188
-9.025973285736223
-9.026015882913427
-9.026035849667142
-9.026022858318997
-9.026060550069742
-9.026092759549476
-9.026156631288382
-9.02617693702489
-9.026188358327001
-9.026210618151282
-9.02626613620793
-9.02626968271348
-9.02631482652668
-9.026350871436584
-9.026362209322071
-9.026375031528424
-9.026374738511691
-9.02639548866781
-9.026418810650298
-9.026433160228583
-9.026465617002408
-9.026485939660628
-9.026534634112325
-9.026584710209878
-9.026636747453368
-9.026664589314493
-9.026701169526051
-9.02671479638513
-9.026783883857057
-9.026813453187632
-9.026846050365021
-9.02685340682605
-9.026910977099076
-9.02690928744056
-9.026949073393938
-9.026970067324372
-9.027001459428991
-9.027059122225964
-9.02708789034578
-9.027086234238187
-9.027102781624503
-9.02715455427484
-9.027193275357584
-9.027201000038328
-9.02724711858263
-9.02725818970977
-9.027279467170144
-9.027319716238887
-9.027839995808737
-9.027392713081065
-9.027423418450118
-9.02746036778708
-9.02839854611366
-9.027550088830465
-9.027553876958539
-9.027614342051027
-9.02764428824027
-9.02884966684294
-9.027723204815384
-9.027740005374374
-9.027752723372206
-9.027782425257056
-9.027848426100494
-9.02789709795842
-9.027887364965649
-9.027894108166242
-9.027933260272887
-9.027957355531301
-9.028032966901844
-9.028049183965193
-9.029056796792588
-9.02810141326086
-9.028115003098256
-9.02812254510901
-9.028132789044404
-9.028131294121302
-9.028205464028979
-9.028190214974646
-9.028193358952533
-9.028227161762375
-9.029189369833425
-9.028269680897942
-9.0283282303745
-9.028355093232534
-9.028417521545093
-9.028442512459542
-9.028475240434567
-9.028542865949998
-9.028558476813838
-9.028623427995443
-9.02864092371759
-9.028643016287019
-9.028677806193642
-9.029368909073433
-9.028736496319532
-9.02877747134912
-9.02881198648979
-9.02883475951299
-9.028881606595636
-9.028944506610008
-9.030030722075482
-9.02899960765883
-9.029521799563756
-9.029085144047695
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
-10.0
