cumulation_rewards_array_i
691.2358351928776
299.54109668174834
299.51481366613245
693.0176091046083
694.4830599857996
-10.0
-10.0
-9.006228050049433
-9.006305631338577
-9.006314174362595
-9.006358387280242
-9.006449682460225
-8.015513736178095
-8.015678979057608
-8.015944482507969
-8.016547514765913
-8.01622016397462
-8.016544212842717
-8.016964657840415
-8.017303311446712
-8.017455325641235
-8.017792132600182
-8.018032289768247
-8.018030181929069
-8.018319507380852
-8.018529474936056
-8.019065303871017
-8.019264058529643
-8.019722790812587
-8.020309482345679
-8.020550117773855
-8.02147744196346
-8.02170781116855
-8.02263738768448
-8.022544720735862
-8.02334280278949
-8.023328166648168
-8.024046306347106
-8.024423634639403
-8.025011492723271
-8.025464264836204
-8.026241085947161
-8.026840779322537
-8.027029038292696
-8.027714191041516
-8.029197333995535
-8.028728933470298
-8.029766471198794
-8.030257254412994
-8.03065721076242
-8.030598850335934
-8.031372282338822
-8.0316979952969
-8.032360009980465
-8.035047558996238
-8.033747462199113
-8.034885492814553
-8.035093255852784
-8.036320306551628
-8.037778008406137
-8.037545135517155
-8.039418186466913
-8.040069325410478
-8.040514553939069
-8.041745114555464
-8.042264882374624
-8.043363560541852
-8.044467683255355
-8.045776998718729
-8.046643154446638
-8.047198743639145
-8.04760058770066
-8.04845809111827
-8.049420372067113
-8.050681945052457
-8.051173599314623
-8.052074942250412
-8.055331948447112
-8.055009577837112
-8.056107489190616
-8.056186677948226
-8.058008897489092
-8.05896920004056
-8.05921389607058
-8.062960494360803
-8.062057495891612
-8.063226182199653
-8.062889079252965
-8.065399911883874
-8.063929346444299
-8.065275115642152
-8.066337493657365
-8.068339954477507
-8.068639114572022
-8.07040773984179
-8.071175985420343
-8.07169220319677
-8.072840704140681
-8.072831780474246
-8.074499825427818
-8.075726195601362
-8.076290354119706
-8.077140650569904
-8.078178274195619
-8.079138948642935
-8.08004688389488
-8.079645628220787
-8.082062770583562
-8.081429313942921
-8.081861810664034
-8.082750565698976
-8.082998185532432
-8.083463963652296
-8.082935458138211
-8.083549132841132
-8.084420596901204
-8.083712254720265
-8.085237116747937
-8.084391278437447
-8.085302307742394
-8.084150280274322
-8.085140363080093
-8.083948237936879
-8.084771595138978
-8.084361687050977
-8.084515042151022
-8.084514037316143
-8.084038654664168
-8.083637129845044
-8.083091773233345
-8.082356037308754
-8.083097572304506
-8.081978756953598
-8.081187362621682
-8.080781756437549
-8.080614252747594
-8.080097316677358
-8.080152636231142
-8.079710972240239
-8.078248156631576
-8.077750253800914
-8.077759793350713
-8.076932033019657
-8.07665573155104
-8.075544762546127
-8.074720228987715
-8.074453149318503
-8.074170795495194
-8.073519300938047
-8.07221997933377
-8.07183808992484
-8.070876763097752
-8.070279834404413
-8.069379446113203
-8.069260982637669
-8.06864896451573
-8.068335679977096
-8.067259834357294
-8.066969528723186
-8.066534217645213
-8.065406990469516
-8.06580371800587
-8.06481475235618
-8.06436808695261
-8.063273530516124
-8.062317156802294
-8.062089718428071
-8.060663230584685
-8.06042175238348
-8.059659229496623
-8.05839797449064
-9.020656191173389
-9.020456898721303
-9.020070787422032
-9.019728683057556
-9.01939194544466
-9.019068650335567
-9.018946434672822
-9.018732742336331
-9.018494883464214
-9.018287838601287
-9.017975289579818
-9.017667634924303
-9.017403730467368
-9.01733421868695
-9.017015348358633
-9.016793331976302
-9.016489263120448
-9.016370423356534
-9.01609047766062
-9.016147494827006
-9.015942326828139
-9.015808085149326
-9.015623587041926
-9.015397052303083
-9.01525682303751
-9.014967845672121
-9.014821830557233
-9.01453629575622
-9.014398796521137
-9.014179791806715
-9.014067686715265
-9.01386223376448
-9.013736077600363
-9.013637555361823
-9.01354185303013
-9.01347328162796
-9.013253329244286
-9.013111943635103
-9.013069916316196
-9.012893894060136
-9.012599958109263
-9.012546206012997
-9.012444883595665
-9.012228970671845
-9.01206612146498
-9.011936685585246
-9.011753414894516
-9.01155328300111
-9.011601589761968
-9.01155187731156
-9.011415029640467
-9.011205019325462
-9.011028340602772
-9.010866282393554
-9.010852372798793
-9.010695537543663
-9.010618086144014
-9.01046359901125
-9.010347710451724
-9.01026153475666
-9.010119260401469
-9.010114881023025
-9.009951917715659
-9.00985614634048
-9.009745758530626
-9.009576771156746
-9.009482283703287
-9.009391031087434
-9.010045911221429
-9.009314541949868
-9.009264916693974
-9.009107543668517
-9.008958763830297
-9.008900773045548
-9.008767213087616
-9.00874631148445
-9.008648829367962
-9.008546837537244
-9.008413720101709
-9.008433421381884
-9.008310940763845
-9.008211912485741
-9.008134117977928
-9.008102311573836
-9.007261906780936
-9.008007495377822
-9.007971891536517
-9.00790452221708
-9.007880901811376
-9.00776714664823
-9.00774142623226
-9.007638144411555
-9.007588852333333
-9.007500836326436
-9.007462550616523
-9.007380257601328
-9.007371222177676
-9.007264960243596
-9.007210838977207
-9.007136283450894
-9.007054998127895
-9.006979499151607
-9.006909481129728
-9.006846072665963
-9.006807192668438
-9.006676326314226
-9.006605847862167
-9.006516208244271
-9.006952934160152
-9.006401518109737
-9.006336452973834
-9.006244025755999
-9.006223619600169
-9.006172851020853
-9.006110180321269
-9.006047196379964
-9.005985282444795
-9.00599113123036
-9.005974473907077
-9.005914825190223
-9.005899800385784
-9.005876112921117
-9.005783315846735
-9.005771498326496
-9.00574159603947
-9.005663592733455
-9.005665594511504
-9.005623279002858
-9.005505024436088
-9.005467540598858
-9.00542754977455
-9.005366989888419
-9.005305358662369
-9.005255573497177
-9.005237146713007
-9.005200879669815
-9.004727866124503
-9.005169880460691
